date,firm_id,E,sigma_E,D,r,V,sigma_V,DD,PD_raw,PD_smoothed,success
2020-01-02,AAPL,1231990.0,0.4678,132480.0,0.018,1362106.6931437645,0.4231129083352183,2.042737380259573,4.682540828057844e-08,4.682540828057844e-08,True
2020-01-03,AAPL,1219920.0,0.4678,132480.0,0.0179,1350049.705424574,0.4227093093839466,2.042916914992739,5.1073552942716576e-08,4.906127389223009e-08,True
2020-01-06,AAPL,1229780.0,0.4678,132480.0,0.0179,1359909.7054564802,0.42303623845796384,2.0427714984015206,4.7608416691704885e-08,4.852516422413961e-08,True
2020-01-07,AAPL,1224000.0,0.4678,132480.0,0.0179,1354129.7054380698,0.422845167815526,2.0428564989598943,4.960840445350771e-08,4.884015120563658e-08,True
2020-01-08,AAPL,1243550.0,0.4678,132480.0,0.0178,1373692.7191180696,0.42348094600819874,2.042573520115791,4.321748466139034e-08,4.7467128191730624e-08,True
2020-01-09,AAPL,1270070.0,0.4678,132480.0,0.0178,1400212.7191855134,0.42432034768919247,2.042199281331973,3.586392090763173e-08,4.499076827033356e-08,True
2020-01-10,AAPL,1272960.0,0.4678,132480.0,0.0178,1403102.7191920802,0.4244099036099576,2.0421593114709817,3.5146562426929e-08,4.3103831841662814e-08,True
2020-01-13,AAPL,1300160.0,0.4678,132480.0,0.0177,1430315.7341698133,0.42523118145918226,2.041792385630707,2.9119198181612398e-08,4.064837468351562e-08,True
2020-01-14,AAPL,1282480.0,0.4678,132480.0,0.0177,1412635.734135119,0.42469840681284016,2.0420304937055116,3.291823985361104e-08,3.9386475666147965e-08,True
2020-01-15,AAPL,1277040.0,0.4678,132480.0,0.0177,1407195.7341234882,0.4245317828019478,2.042104902266438,3.418998433137803e-08,3.8588637600482246e-08,True
2020-01-16,AAPL,1293020.0,0.4678,132480.0,0.0176,1423188.750380316,0.4250137287943945,2.0418896045673733,3.062184935117758e-08,3.742761876167348e-08,True
