date,firm_id,E,sigma_E,D,r,V,sigma_V,DD,PD_raw,PD_smoothed,success
2020-03-12,JPM,230556.99999999997,0.6304,354599.0,0.0162,578424.8789887261,0.25579710379323817,1.5259586616548895,0.032275170021630425,0.008727547200632877,True
2020-03-13,JPM,272094.1,0.8416,354599.0,0.0162,615067.4964642848,0.39201431391003305,1.0617697398135568,0.10560834252856544,0.018465815579559675,True
2020-03-16,JPM,231385.9,0.9361,354599.0,0.0162,569734.2386296485,0.4141834576712425,0.8960000464395362,0.16431372859331905,0.03311857219331499,True
2020-03-17,JPM,245507.9,0.9582,354599.0,0.0161,582657.4929521297,0.4403372103703165,0.8671783108954263,0.1725353949201207,0.04711869880539603,True
2020-03-18,JPM,219658.5,0.994,354599.0,0.0161,554436.2028192173,0.43802310728705535,0.8059349575116671,0.2009713191283935,0.06256198283295022,True
2020-03-19,JPM,223373.20000000004,0.9939,354599.0,0.0161,558164.9012992718,0.4417014732317138,0.8076142448178734,0.19970132786821976,0.07632244685825867,True
2020-03-20,JPM,218645.4,0.9932,354599.0,0.016,553508.9125762779,0.43647531745965507,0.8066362161617475,0.20084257890439133,0.0888124703608963,True
2020-03-23,JPM,206948.7,0.9989,354599.0,0.016,541417.1231444913,0.4277383405749629,0.7932910599251354,0.20812838782217113,0.10077683162450984,True
2020-03-24,JPM,231570.10000000003,1.072,354599.0,0.016,560504.4113912571,0.5008695467659001,0.7067554675428447,0.24333372287736188,0.11506774835550261,True
2020-03-25,JPM,240196.79999999996,1.081,354599.0,0.0159,568437.6432938668,0.5157654188608851,0.6992674185729957,0.24575663773485174,0.1281656954982811,True
2020-03-26,JPM,256928.3,1.1059,354599.0,0.0159,583076.3517934727,0.54964365052736,0.6759500861744231,0.2549704735102359,0.14087154278663916,True
2020-03-27,JPM,238631.1,1.1202,354599.0,0.0159,563331.7523949197,0.5417704631464425,0.6514018079175544,0.26998807234816957,0.1538064398861083,True
2020-03-30,JPM,244832.5,1.1252,354599.0,0.0158,569128.4596109831,0.5516870542898022,0.6483516936263015,0.2708047256056801,0.1655252213519624,True
2020-03-31,JPM,235745.30000000002,1.1278,354599.0,0.0158,559739.3730628043,0.5441896999686906,0.6411802629588581,0.2756640851589477,0.17655516267637653,True
2020-04-01,JPM,220886.5,1.135,354599.0,0.0158,544126.5257356819,0.5331575759058743,0.6252843789976411,0.28563407159659293,0.18747736187334563,True
2020-04-02,JPM,229144.8,1.1441,354599.0,0.0157,551544.6715264076,0.548852012178969,0.619150840234594,0.2880760594628714,0.197549106405003,True
2020-04-03,JPM,222360.10000000003,1.1451,354599.0,0.0157,544636.6948280438,0.5420344316942418,0.6144264547970143,0.29127878207201563,0.20693203034816948,True
2020-04-06,JPM,236696.99999999997,1.1659,354599.0,0.0157,556910.35006543,0.5730690150806504,0.5985428298549241,0.2985485191788335,0.21610243701500356,True
2020-04-07,JPM,239797.7,1.163,354599.0,0.0156,560363.9314233186,0.5741892462877729,0.6032545726261636,0.29562622448646236,0.2240616567469731,True
2020-04-08,JPM,249498.9,1.1711,354599.0,0.0156,569291.3960422291,0.5903570548921113,0.5989530104543236,0.29696765419477483,0.2313579005303909,True
2020-04-09,JPM,271879.2,1.1987,354599.0,0.0156,588930.1516960805,0.6336755994790342,0.5792959721923073,0.30559364204118905,0.23878664656412701,True
2020-04-13,JPM,259783.4,1.1991,354599.0,0.0155,576681.1027995412,0.6222264218106667,0.5738196746739489,0.31017702854547247,0.2459301607364295,True
2020-04-14,JPM,252661.0,1.1919,354599.0,0.0154,570311.6188828647,0.6094351458832182,0.5781479302726874,0.30843808683960927,0.2521844802880916,True
2020-04-15,JPM,240196.79999999996,1.1952,354599.0,0.0154,557378.9643849769,0.5989084625020564,0.5686699304829632,0.31511754514163315,0.258480982429534,True
2020-04-16,JPM,231048.20000000004,1.1954,354599.0,0.0154,548149.1708328075,0.5890042090841234,0.5636554650482177,0.31877434318405123,0.26451307381900396,True
2020-04-17,JPM,251832.1,1.2209,354599.0,0.0153,566238.7728346421,0.6312208923782388,0.5478125132443555,0.3263215416484803,0.2706964625826639,True
2020-04-20,JPM,242652.80000000002,1.2164,354599.0,0.0153,557492.9165045228,0.6179552164545695,0.5478584590138371,0.3270859635650883,0.27633749979972033,True
2020-04-21,JPM,235591.79999999996,1.1525,354599.0,0.0153,557305.8696281397,0.5618639057914061,0.6128465414397729,0.2908204262254692,0.27778627486937907,True
2020-04-22,JPM,236359.29999999996,1.1296,354599.0,0.0152,560376.8911833221,0.5459822333315696,0.6393170622787655,0.2765867518962458,0.27766628661270437,True
2020-04-23,JPM,236512.80000000002,1.1212,354599.0,0.0152,561334.1856901099,0.5401122280947266,0.6491729646888555,0.271421845301161,0.277041674010036,True
2020-04-24,JPM,239981.9,1.0939,354599.0,0.0152,567324.3326185697,0.5243578863850419,0.6832971652628018,0.2536538529384862,0.27470232402697087,True
2020-04-27,JPM,250327.80000000002,0.9664,354599.0,0.0151,587334.842038008,0.44948592641504204,0.8565668971231988,0.175801763627212,0.26481010678977496,True
2020-04-28,JPM,252108.4,0.8575,354599.0,0.0151,594733.5014845529,0.38585315663176833,1.0300328372566205,0.1177279298887941,0.2500989964974509,True
2020-04-29,JPM,258923.8,0.8434,354599.0,0.0151,602145.7623754565,0.3831056148387223,1.0561642522879173,0.10934507743349997,0.23602111330767211,True
2020-04-30,JPM,253367.1,0.7826,354599.0,0.015,598686.1828385452,0.3455997693878748,1.1694142485121068,0.08286059481276908,0.22070262171402777,True
2020-05-01,JPM,246705.2,0.7873,354599.0,0.015,591861.9876546286,0.34321015517127,1.1590231614589603,0.08616891546685129,0.20724732239163807,True
2020-05-04,JPM,243788.7,0.7852,354599.0,0.015,588999.9561037353,0.33992682346030434,1.162692968467785,0.08582028550830528,0.1951030520073204,True
2020-05-05,JPM,243420.30000000002,0.7658,354599.0,0.0149,589220.6898236291,0.3295435659021929,1.201933042158501,0.07760002399181677,0.1833513847630848,True
2020-05-06,JPM,238815.30000000002,0.6905,354599.0,0.0149,586280.8006342835,0.28889601421233524,1.3697493921863975,0.04971889826485113,0.1699867395656226,True
2020-05-07,JPM,241301.99999999997,0.6829,354599.0,0.0149,588903.3476111668,0.28693443959802634,1.3885668243379325,0.04683269056205462,0.15767017634042194,True
2020-05-08,JPM,245262.3,0.6531,354599.0,0.0148,593357.056142907,0.27536887274254834,1.4649271650717763,0.037083172248010526,0.14561045517831825,True
2020-05-11,JPM,238047.80000000002,0.6245,354599.0,0.0148,586480.165228062,0.2576578031915978,1.5430140123371194,0.02995873379167406,0.13404440196839293,True
2020-05-12,JPM,230250.0,0.627,354599.0,0.0148,578642.991016775,0.2538714655432827,1.5355218100769705,0.031422752624291166,0.12378153341568404,True
2020-05-13,JPM,222329.4,0.6257,354599.0,0.0147,570760.4268404606,0.24814725829526277,1.5387518501860686,0.03191906915712314,0.11459472012989874,True
2020-05-14,JPM,231539.4,0.6092,354599.0,0.0147,580155.0133634188,0.24675888940967172,1.5872434769605275,0.026723647656238733,0.10580712487848602,True
2020-05-15,JPM,227272.1,0.6027,354599.0,0.0147,575943.5465765544,0.24125392554127947,1.6065726567753484,0.025544814643987574,0.0977804926842958,True
2020-05-18,JPM,239306.5,0.6144,354599.0,0.0146,587916.3530000017,0.25383497676885125,1.572206799573842,0.027275580474607444,0.09072968430413059,True
2020-05-19,JPM,234609.4,0.5894,354599.0,0.0146,583439.6133925967,0.23988900437986527,1.647762970154064,0.02186431599775953,0.08384286866926068,True
2020-05-20,JPM,241639.69999999998,0.5946,354599.0,0.0146,590435.5100531677,0.2463378621407968,1.6317304516502367,0.022432905759930444,0.07770164862058367,True
2020-05-21,JPM,238569.69999999998,0.5838,354599.0,0.0145,587483.5252747127,0.23973994142875224,1.6655237147077155,0.020354581061978818,0.07196675380690995,True
2020-05-22,JPM,236727.7,0.5169,354599.0,0.0145,586009.4174702945,0.20988492215386498,1.9018333339206046,0.009197015341709256,0.06568959470469345,True
2020-05-26,JPM,253520.6,0.546,354599.0,0.0144,602722.9437967432,0.23121404667350406,1.792629565994022,0.012514521230270019,0.06037194611306572,True
2020-05-27,JPM,268195.2,0.5648,354599.0,0.0144,617306.7346444107,0.24728234217518621,1.7274552393215714,0.014759827429794703,0.055810625205180944,True
2020-05-28,JPM,264204.2,0.5458,354599.0,0.0143,613451.5289397936,0.23655413457364163,1.793096524286281,0.011933942463724725,0.05142286252949246,True
2020-05-29,JPM,257450.2,0.5386,354599.0,0.0143,606726.4767590455,0.229917841626333,1.8191843732846846,0.011207889495531188,0.04740128735529147,True
2020-06-01,JPM,260857.9,0.4746,354599.0,0.0143,610335.7193108081,0.20329858086908034,2.0799552408001856,0.0041484200718590976,0.043075925249149105,True
2020-06-02,JPM,261748.20000000004,0.4607,354599.0,0.0142,611284.4094054761,0.19760758398563305,2.145253709136258,0.0031773451158190005,0.03908600465694224,True
2020-06-03,JPM,275870.2,0.4733,354599.0,0.0142,625390.2946599352,0.20919028916847904,2.0850616027196667,0.0037298591640908805,0.03555034019886681,True
2020-06-04,JPM,281611.1,0.4753,354599.0,0.0142,631129.524816846,0.21249397404793155,2.0755777255919337,0.003750894623175852,0.03237035524202233,True
2020-06-05,JPM,294290.2,0.4879,354599.0,0.0141,643823.6015773246,0.22351695267036736,2.0188437314800183,0.004399784373003966,0.029573266173731974,True
2020-06-08,JPM,300153.9,0.4888,354599.0,0.0141,649687.6858939234,0.22631752402431,2.0146099173969425,0.004337461564141488,0.027049659743777245,True
2020-06-09,JPM,292448.2,0.4864,354599.0,0.0141,641984.0311668793,0.22206294005144428,2.0254732056492797,0.004326454839387708,0.024777318208303638,True
2020-06-10,JPM,280598.0,0.5044,354599.0,0.014,630119.6965041242,0.22533572372287664,1.9501446397184363,0.006194527233161134,0.022919023621442373,True
2020-06-11,JPM,257204.6,0.5594,354599.0,0.014,606476.8963904574,0.239080227122813,1.7458806467835235,0.014489091356463932,0.02207602407099493,True
2020-06-12,JPM,264234.89999999997,0.5607,354599.0,0.014,613506.473821857,0.24331693876587046,1.7413458766455847,0.014301273365511116,0.021298543751248348,True
2020-06-15,JPM,267888.2,0.5552,354599.0,0.0139,617229.3750796316,0.24263846756699686,1.7600905090288816,0.013201128949590446,0.02048879735074269,True
2020-06-16,JPM,270037.19999999995,0.5534,354599.0,0.0139,619390.1260073902,0.24288529947037443,1.7662664522447507,0.012803246649626487,0.01972023807756756,True
2020-06-17,JPM,263191.1,0.5597,354599.0,0.0139,612502.3827184379,0.24231042625205965,1.7447632345232547,0.014195172701506848,0.019167728820576765,True
2020-06-18,JPM,261778.9,0.5565,354599.0,0.0138,611142.0126991202,0.2401146168362541,1.755738048343902,0.01374729213014636,0.018625682750436176,True
2020-06-19,JPM,258770.30000000002,0.5578,354599.0,0.0138,608123.1727259166,0.23914847105532533,1.7513275068137,0.014132421246318886,0.018176354808678193,True
2020-06-22,JPM,255976.6,0.5577,354599.0,0.0138,605327.3785126565,0.23764404701713834,1.751713525181606,0.014276765781915043,0.017786394506804377,True
2020-06-23,JPM,259108.00000000003,0.5503,354599.0,0.0137,608537.3387328886,0.23592667875602963,1.7773250823519264,0.012898574087482653,0.017297610886469646,True
2020-06-24,JPM,250450.6,0.5507,354599.0,0.0137,599870.1212684946,0.2315993785577403,1.7760794780362654,0.013437361398387452,0.01691158481574559,True
2020-06-25,JPM,259169.4,0.5459,354599.0,0.0137,608621.4235713475,0.23397918485149272,1.7928669865348719,0.012213276443142653,0.0164417527495506,True
2020-06-26,JPM,244955.30000000002,0.5621,354599.0,0.0136,594339.1335347836,0.23366157143944127,1.736823739097435,0.015711499124475704,0.016368727215132214,True
2020-06-29,JPM,246060.50000000003,0.5586,354599.0,0.0136,595466.4288917121,0.23272297440355064,1.7487442597507563,0.0150248237886678,0.01623433658775123,True
2020-06-30,JPM,248854.2,0.5391,354599.0,0.0136,598365.8041005321,0.225639672120617,1.8175734389616816,0.01171774644139612,0.01578267671187374,True
2020-07-01,JPM,246735.9,0.5362,354599.0,0.0135,596294.2834726685,0.22325580013328467,1.8282334607638626,0.011396897790508582,0.015344098067068844,True
2020-07-02,JPM,247534.1,0.5297,354599.0,0.0135,597121.7043438079,0.22083943158270514,1.8523740056950355,0.010430388879928606,0.014852726389412416,True
2020-07-06,JPM,253796.9,0.5324,354599.0,0.0134,603412.4330343797,0.22520340904333805,1.8421125120839337,0.010513703180977245,0.01441882346540716,True
2020-07-07,JPM,246643.8,0.5391,354599.0,0.0134,596223.5341034494,0.2244591208196108,1.8176209871700906,0.011833488350650142,0.014160289630485965,True
2020-07-08,JPM,249253.3,0.4988,354599.0,0.0133,599019.6617495609,0.20830713913870041,1.9747404374074324,0.00663046639027926,0.013407306458629989,True
2020-07-09,JPM,243850.10000000003,0.4709,354599.0,0.0133,593678.6782091599,0.19387976121480946,2.0979384817386952,0.004272340497292288,0.012493808936783759,True
2020-07-10,JPM,257173.9,0.4977,354599.0,0.0133,606947.1484963242,0.21159882853843007,1.978998589882483,0.0062620441718188756,0.011870631891928333,True
2020-07-13,JPM,260857.9,0.4936,354599.0,0.0132,610678.5783062421,0.2114996186547771,1.9961497329561715,0.0057553587348293045,0.011259104074257434,True
2020-07-14,JPM,262362.19999999995,0.4925,354599.0,0.0132,612186.3084518503,0.2117043769488338,2.00076756562735,0.005609557719212491,0.010694149021393576,True
2020-07-15,JPM,266414.6,0.4943,354599.0,0.0132,616236.0281355599,0.21434297205023078,1.9929036809069995,0.005659044056444358,0.010190638190127837,True
2020-07-16,JPM,267182.1,0.4683,354599.0,0.0131,617092.5989085779,0.20314669061909504,2.108781657163316,0.0035708816741047665,0.009528662142408459,True
2020-07-17,JPM,262239.4,0.4665,354599.0,0.0131,612151.3739231682,0.2002265697652621,2.117535490555572,0.003549293049847003,0.008930724911134875,True
2020-07-20,JPM,259936.9,0.445,354599.0,0.0131,609877.4445609655,0.18990467871348604,2.2237689741243387,0.0023309145302693813,0.00827074355316031,True
2020-07-21,JPM,265585.7,0.4458,354599.0,0.013,615561.4994654123,0.19257883344610585,2.219294258283946,0.002289683781656072,0.007672637315102037,True
2020-07-22,JPM,263651.6,0.4411,354599.0,0.013,613631.9700426534,0.1897363399287436,2.2438190804223286,0.002091537022108774,0.007114527066688109,True
2020-07-23,JPM,264419.1,0.4268,354599.0,0.013,614412.0153150768,0.18382678663125188,2.3211442013327233,0.0014938452862751101,0.0065524586900451,True
2020-07-24,JPM,262546.4,0.35,354599.0,0.0129,612598.8693262731,0.15001291562225863,2.840865675608108,0.0001283451912391773,0.005910047135873296,True
2020-07-27,JPM,258862.39999999997,0.3434,354599.0,0.0129,608915.2658741163,0.14599451474031863,2.8963783487286596,0.00010005874027410128,0.0053290481300279306,True
2020-07-28,JPM,259998.3,0.341,354599.0,0.0129,610051.311375179,0.14533823844271304,2.9169236066479374,8.871980941055624e-05,0.004805015162982916,True
2020-07-29,JPM,266291.8,0.3479,354599.0,0.0128,616379.4734191018,0.1503110586330022,2.857977246201157,0.00011291928776844473,0.00433580546668603,True
2020-07-30,JPM,259200.10000000003,0.3488,354599.0,0.0128,609287.6201321563,0.14839514378543292,2.8509870524574232,0.0001262201659982152,0.003914846848786662,True
2020-07-31,JPM,258186.99999999997,0.3486,354599.0,0.0128,608274.5213462035,0.14797646215732094,2.8527107747965927,0.0001264527761210915,0.003536007370381701,True
2020-08-03,JPM,256744.1,0.3474,354599.0,0.0127,606866.6991583714,0.14698278892925742,2.8627825087654952,0.0001219458298379612,0.0031946011586290535,True
2020-08-04,JPM,255270.50000000003,0.3463,354599.0,0.0127,605393.1571079394,0.14603073123347673,2.872083194026574,0.00011808193431144761,0.002886949189402923,True
2020-08-05,JPM,259691.3,0.3482,354599.0,0.0127,609813.8802075946,0.14829220828548023,2.855928308501079,0.00012243688255222102,0.0026104979208740296,True
2020-08-06,JPM,259783.4,0.3332,354599.0,0.0126,609941.7900987747,0.14191976165955744,2.9859910373239615,6.163474837973222e-05,0.0023556115722220077,True
2020-08-07,JPM,265493.6,0.324,354599.0,0.0126,615652.2933524485,0.13972438705265108,3.071302432509235,3.612297452390983e-05,0.002123662686733219,True
2020-08-10,JPM,268870.6,0.2788,354599.0,0.0126,619029.6687787655,0.12109467059232004,3.5736559490591855,1.703859687533585e-06,0.0019114667828527962,True
2020-08-11,JPM,277343.8,0.2907,354599.0,0.0125,627537.866233648,0.1284767241640176,3.4257795004902207,3.802517971915958e-06,0.0017207003392311158,True
2020-08-12,JPM,275010.6,0.2921,354599.0,0.0125,625204.6609844806,0.12848718576042006,3.4093567227492145,4.361074283383077e-06,0.0015490663988626478,True
2020-08-13,JPM,273475.6,0.2912,354599.0,0.0124,623704.6840992762,0.12768266580525092,3.420070916943871,4.177586865976548e-06,0.001394577506423953,True
2020-08-14,JPM,273598.4,0.2913,354599.0,0.0124,623827.4838606091,0.12775871393678348,3.4188801519567322,4.200774199245931e-06,0.001255539824098022,True
2020-08-17,JPM,266383.9,0.2962,354599.0,0.0124,616612.9610070554,0.1279622787102208,3.3622732997849587,6.608141658954283e-06,0.0011306466484944985,True
2020-08-18,JPM,262669.2,0.2864,354599.0,0.0123,612933.3168451705,0.12273537886803666,3.4784719305390093,3.4333537983014268e-06,0.001017925313046752,True
2020-08-19,JPM,263283.2,0.2853,354599.0,0.0123,613547.319634467,0.12242711425552656,3.4919502735167756,3.127358771614262e-06,0.000916445512775495,True
2020-08-20,JPM,260121.1,0.2796,354599.0,0.0123,610385.2291634672,0.11915416939711297,3.563846359154927,2.0959490138723045e-06,0.0008250105524714701,True
2020-08-21,JPM,259998.3,0.2314,354599.0,0.0122,610297.4743995396,0.09858078977384396,4.311026085532749,1.1873257878723921e-08,0.0007425106813604847,True
2020-08-24,JPM,267304.89999999997,0.2418,354599.0,0.0122,617604.0742139546,0.10465333531065091,4.1243306430856075,4.022100701226391e-08,0.0006682636327416388,True
2020-08-25,JPM,268471.5,0.2416,354599.0,0.0122,618770.6742263281,0.10482512905208297,4.127707624862661,3.825500734948828e-08,0.0006014410928755698,True
2020-08-26,JPM,264726.1,0.2413,354599.0,0.0121,615060.3058865957,0.10385714822775154,4.13304855014217,3.9946841330108915e-08,0.0005413009765771122,True
2020-08-27,JPM,273414.2,0.2595,354599.0,0.0121,623748.4042049779,0.11374938164084937,3.841105457646447,2.659333771784019e-07,0.00048719747088471493,True
2020-08-28,JPM,274550.10000000003,0.253,354599.0,0.0121,624884.3052344039,0.11115846514532203,3.940365492807024,1.3002631844673933e-07,0.00043849072531613065,True
2020-08-31,JPM,267673.3,0.2631,354599.0,0.012,618042.5381746549,0.11394824377274222,3.7885042381321328,4.240315286547049e-07,0.0003946840550373016,True
2020-09-01,JPM,267519.8,0.2558,354599.0,0.012,617889.0398929081,0.11075058481418207,3.897322251028306,2.0192097003754245e-07,0.00035523584090109845,True
2020-09-02,JPM,271572.19999999995,0.2582,354599.0,0.012,621941.439581145,0.1127436554174752,3.8606652466584905,2.407175878837247e-07,0.00031973632797896543,True
2020-09-03,JPM,270712.60000000003,0.2584,354599.0,0.0119,621116.8781909182,0.112623159916049,3.857703339362818,2.498788044219095e-07,0.00028778768258296743,True
2020-09-04,JPM,276545.6,0.264,354599.0,0.0119,626949.8770082539,0.11644958688808511,3.775043823160819,3.9514840520507136e-07,0.0002590484287777667,True
2020-09-08,JPM,266936.5,0.2811,354599.0,0.0118,617375.8044092371,0.12154013499311386,3.544318888346898,2.1275475895116957e-06,0.00023335634034722923,True
2020-09-09,JPM,269484.6,0.282,354599.0,0.0118,619923.9036504221,0.12258722219853609,3.5327807742523225,2.1972535932572725e-06,0.00021024043141942142,True
2020-09-10,JPM,266690.9,0.2754,354599.0,0.0118,617130.211474872,0.11901334065519531,3.618229040553556,1.3306933875183764e-06,0.0001893494574109269,True
2020-09-11,JPM,270006.5,0.2653,354599.0,0.0117,620480.8640523478,0.1154471451989332,3.7567642444122327,5.040328295606459e-07,0.00017046491478576274,True
2020-09-14,JPM,273751.9,0.2672,354599.0,0.0117,624226.2635104605,0.11717951433058042,3.7296739740087657,5.653741343303152e-07,0.00015347496058537601,True
2020-09-15,JPM,265217.3,0.2833,354599.0,0.0117,615691.645850792,0.12203538950722709,3.5166877356619537,2.604902395171677e-06,0.00013838795465826953,True
2020-09-16,JPM,266353.2,0.2827,354599.0,0.0116,616862.5964607206,0.12206632731213557,3.5241452002497087,2.441910124778683e-06,0.00012479335011726563,True
2020-09-17,JPM,263313.9,0.281,354599.0,0.0116,613823.2984822202,0.12054169066440709,3.5457947322015144,2.236754447803636e-06,0.00011253769047919999,True
2020-09-18,JPM,262730.6,0.2811,354599.0,0.0116,613239.998163778,0.12043191192581935,3.5445567447690207,2.275661869970916e-06,0.00010151148756069066,True
2020-09-21,JPM,254625.8,0.2877,354599.0,0.0115,605170.2330681894,0.12105027024458476,3.4631087726834755,4.289893250465947e-06,9.178932808396994e-05,True
2020-09-22,JPM,251832.1,0.2859,354599.0,0.0115,602376.5368082293,0.11952483716423802,3.485233442292734,3.9146475047578185e-06,8.300185998887443e-05,True
2020-09-23,JPM,247749.0,0.2702,354599.0,0.0114,598328.5171372185,0.11188138743121022,3.689384059789758,1.1682093645760156e-06,7.481849489528773e-05,True
2020-09-24,JPM,247534.1,0.27,354599.0,0.0114,598113.6172736669,0.11174173139377978,3.6921458586435802,1.1520790763485025e-06,6.745185328815123e-05,True
2020-09-25,JPM,249713.8,0.2721,354599.0,0.0114,600293.3157310856,0.11318996055233221,3.663351428416731,1.3331503851990626e-06,6.083998297746535e-05,True
2020-09-28,JPM,256897.60000000003,0.2871,354599.0,0.0113,607512.1517366393,0.12140574553248623,3.4702719460259104,3.966899350268247e-06,5.5152674598960226e-05,True
2020-09-29,JPM,254717.9,0.2784,354599.0,0.0113,605332.468877001,0.11714809725726537,3.579632935738023,2.0826049822793725e-06,4.984566762403527e-05,True
2020-09-30,JPM,257173.9,0.2775,354599.0,0.0113,607788.4707079254,0.11741886440070338,3.591185900628351,1.8589213976514015e-06,4.504699299060852e-05,True
2020-10-01,JPM,259046.6,0.2784,354599.0,0.0112,609696.2331064921,0.11828620260039,3.579392930045781,1.942671050515198e-06,4.073656078787756e-05,True
2020-10-02,JPM,261502.60000000003,0.2775,354599.0,0.0112,612152.2348332042,0.11854411004411823,3.590947271278188,1.733362428686283e-06,3.68362409448558e-05,True
2020-10-05,JPM,267028.6,0.284,354599.0,0.0112,617678.2260362379,0.12277628031871532,3.5078602374957746,2.6811543961719096e-06,3.3420732284389616e-05,True
2020-10-06,JPM,264296.3,0.2738,354599.0,0.0111,614981.0059813047,0.11766928578461598,3.6396631865264797,1.2100630717225022e-06,3.01996653583717e-05,True
2020-10-07,JPM,268901.3,0.2783,354599.0,0.0111,619586.0020505389,0.12078274777335352,3.5801442732820807,1.6444236368903956e-06,2.7344141182432757e-05,True
2020-10-08,JPM,274427.3,0.281,354599.0,0.0111,625111.9997041555,0.12336053499159552,3.545184635589901,1.8809284721019193e-06,2.4797819908357374e-05,True
2020-10-09,JPM,272861.6,0.2651,354599.0,0.011,623581.3822292276,0.11600030243911508,3.75947794498885,4.716260149520899e-07,2.2365200516401037e-05,True
2020-10-12,JPM,276207.9,0.2672,354599.0,0.011,626927.6816059585,0.11772134967443812,3.729555078538044,5.435068371728063e-07,2.0183031146366366e-05,True
2020-10-13,JPM,271725.7,0.261,354599.0,0.011,622445.483438084,0.11393836433769959,3.818988843566119,3.2133512265243727e-07,1.8196861542265023e-05,True
2020-10-14,JPM,270221.4,0.2617,354599.0,0.0109,620976.2569199402,0.11388028681305824,3.808786292326376,3.5446786942301336e-07,1.6412622173582163e-05,True
2020-10-15,JPM,274273.8,0.2616,354599.0,0.0109,625028.6571172038,0.11479479878635639,3.8100426841077386,3.2599064995002966e-07,1.4803959020084024e-05,True
2020-10-16,JPM,273690.50000000006,0.2615,354599.0,0.0109,624445.3571195115,0.11461383733730009,3.8115393230238284,3.2617579996999035e-07,1.3356180697153345e-05,True
2020-10-19,JPM,269085.50000000006,0.2582,354599.0,0.0108,619875.4349493074,0.11208362512034305,3.86080874303239,2.53720453379736e-07,1.204593467202723e-05,True
2020-10-20,JPM,270620.50000000006,0.2378,354599.0,0.0108,621410.4366268265,0.10356046810852386,4.1939444731895685,2.2543409552578156e-08,1.0843595545161384e-05,True
2020-10-21,JPM,267918.9,0.2381,354599.0,0.0108,618708.8366126074,0.10310421833282335,4.1887591177084635,2.4892669824261724e-08,9.761725257126892e-06,True
2020-10-22,JPM,277405.2,0.2571,354599.0,0.0107,628230.2161227497,0.11352667006249867,3.877011081924346,1.9350483709667648e-07,8.804903214725264e-06,True
2020-10-23,JPM,279891.9,0.256,354599.0,0.0107,630716.9163392573,0.1136045838503683,3.8936529177836543,1.6413039763632012e-07,7.940825932692395e-06,True
2020-10-26,JPM,272984.4,0.2639,354599.0,0.0107,623809.4143685956,0.11548495122394278,3.77668595649659,4.1946293626384646e-07,7.1886896327957374e-06,True
2020-10-27,JPM,267826.8,0.2535,354599.0,0.0106,618686.9006792735,0.10973902903442671,3.9329024066068485,1.578176330867069e-07,6.4856024326113085e-06,True
2020-10-28,JPM,260305.30000000002,0.2663,354599.0,0.0106,611165.396821578,0.11342155086184148,3.743091356208602,6.611807703251984e-07,5.9031602662235e-06,True
2020-10-29,JPM,261993.8,0.265,354599.0,0.0106,612853.8975486427,0.11328699933843368,3.7614826491566613,5.676848412175562e-07,5.369612723591656e-06,True
2020-10-30,JPM,264357.7,0.2662,354599.0,0.0105,615252.8849430152,0.11437905522076706,3.7442929748876037,6.10107599675269e-07,4.893662211094644e-06,True
2020-11-02,JPM,270313.5,0.2566,354599.0,0.0105,621208.688044663,0.11165724739086827,3.88497532177082,2.1002085638774294e-07,4.425298075530629e-06,True
2020-11-03,JPM,278817.4,0.2671,354599.0,0.0104,629747.6768188938,0.11825712300688845,3.7308332575489165,5.159640732593798e-07,4.034364675233398e-06,True
2020-11-04,JPM,270313.5,0.2793,354599.0,0.0104,621243.7662756721,0.12152819487391774,3.5671642995491064,1.7517415275102589e-06,3.8061023604242436e-06,True
2020-11-05,JPM,281365.5,0.2997,354599.0,0.0104,632295.7149743566,0.13336410631811532,3.3218314649642244,6.867002895820478e-06,4.112192414008329e-06,True
2020-11-06,JPM,277620.1,0.3037,354599.0,0.0103,628585.38335817,0.1341323844809586,3.2779060981071457,9.43841124482919e-06,4.644814297160046e-06,True
2020-11-09,JPM,315196.9,0.4839,354599.0,0.0103,666076.3174807165,0.22940615710411053,2.035145383356413,0.003700588153171819,0.00037423914822811187,True
2020-11-10,JPM,314183.8,0.4827,354599.0,0.0103,665065.0991533399,0.22844240958926149,2.0404972233616747,0.003639024383650346,0.000700717671804907,True
2020-11-11,JPM,309486.7,0.487,354599.0,0.0102,660393.1379947808,0.22868507170968594,2.0219333720798924,0.00403064149557323,0.0010337100542134746,True
2020-11-12,JPM,305679.9,0.49,354599.0,0.0102,656578.6828906246,0.22862088974425257,2.0091858095900115,0.004332928483632683,0.0013636318971836938,True
2020-11-13,JPM,307583.3,0.4899,354599.0,0.0102,658483.0393551517,0.22932525638746737,2.0095050282523954,0.004284011732712044,0.0016556698807590727,True
2020-11-16,JPM,316271.4,0.4922,354599.0,0.0101,667204.7335542924,0.23380439063998817,1.999150837241023,0.004270770246370633,0.0019171799173383973,True
2020-11-17,JPM,313078.6,0.4922,354599.0,0.0101,664010.667754966,0.23256774825723409,1.99933817763665,0.004339214149519353,0.0021593833405716373,True
2020-11-18,JPM,310745.4,0.4925,354599.0,0.0101,661675.8819179516,0.2318005432460065,1.9981961031920037,0.004412917877319842,0.00238473679425914,True
2020-11-19,JPM,311574.3,0.4904,354599.0,0.01,662544.6997276207,0.23110385837983458,2.0071268921389036,0.004237138799522663,0.0025699769947948744,True
