date,firm_id,E,sigma_E,D,r,V,sigma_V,DD,PD,success
2020-05-15,TSLA,51148.8,0.8252,8873.0,0.0147,59877.4416611713,0.7056381498387216,1.063074407865801,0.00880370300860115,True
2020-05-18,TSLA,52070.4,0.8182,8873.0,0.0146,60801.66354657727,0.7013481810906242,1.0740914864495803,0.007882903076774533,True
2020-05-19,TSLA,51715.2,0.8035,8873.0,0.0146,60448.538730553075,0.6879673438460168,1.0994130251083614,0.006825956483475294,True
2020-05-20,TSLA,52195.2,0.7945,8873.0,0.0146,60929.99016023883,0.6810852686804212,1.1148329024579293,0.006040325278468037,True
2020-05-21,TSLA,52963.2,0.7941,8873.0,0.0145,61699.2389603051,0.6821229946753207,1.1150191158716969,0.005815096648565485,True
2020-05-22,TSLA,52281.6,0.7932,8873.0,0.0145,61017.46542480967,0.6801107835732346,1.1170786473413652,0.005929484750952612,True
2020-05-26,TSLA,52406.4,0.7025,8873.0,0.0144,61150.32306642859,0.6021739253193655,1.296243472196036,0.0017034720059148664,True
2020-05-27,TSLA,52492.8,0.6583,8873.0,0.0144,61238.040661802996,0.5643438194318038,1.3996881469389666,0.0007718077908394071,True
2020-05-28,TSLA,51571.2,0.6581,8873.0,0.0143,60317.261891670634,0.5627325613457484,1.4007711383983366,0.0008165319052980952,True
2020-05-29,TSLA,53443.2,0.6629,8873.0,0.0143,62189.279379937114,0.5697271469854148,1.3877401457209488,0.0007943886104490117,True
2020-06-01,TSLA,57475.2,0.6939,8873.0,0.0143,66220.81402934504,0.6023337948422723,1.312373117848892,0.0011082966679282463,True
2020-06-02,TSLA,56419.2,0.6961,8873.0,0.0142,65165.533648504286,0.602755876099501,1.3080252944265256,0.0012220292550943665,True
2020-06-03,TSLA,56505.6,0.6465,8873.0,0.0142,65252.96591652299,0.5598652129773162,1.4271945297702024,0.0004677311633254259,True
2020-06-04,TSLA,55324.8,0.629,8873.0,0.0142,64072.322564507216,0.5431476463151167,1.4740474719662342,0.0003438160638314235,True
2020-06-05,TSLA,56678.4,0.6179,8873.0,0.0141,65426.91720945803,0.535293068286221,1.5038851845928218,0.00024053519145897506,True
2020-06-08,TSLA,60796.8,0.6433,8873.0,0.0141,69545.20096425762,0.5623968631186729,1.4332530645158592,0.00033091178032942584,True
2020-06-09,TSLA,60201.6,0.5836,8873.0,0.0141,68950.29958347118,0.5095546443711731,1.6035418192125628,7.330366510596889e-05,True
2020-06-10,TSLA,65606.4,0.6167,8873.0,0.014,74355.91446265878,0.5441395786096569,1.5030712247889277,0.00012587677066702428,True
2020-06-11,TSLA,62265.6,0.6344,8873.0,0.014,71014.97829424191,0.5562536617600788,1.4560064402829365,0.00024503763142265486,True
2020-06-12,TSLA,59856.0,0.6424,8873.0,0.014,68605.261027097,0.5604959286616722,1.436063961122904,0.0003444989041996964,True
2020-06-15,TSLA,63417.6,0.5695,8873.0,0.0139,72168.08570659766,0.5004492861907283,1.6471945011246278,3.658169806977471e-05,True
2020-06-16,TSLA,62860.80000000001,0.5283,8873.0,0.0139,71611.31183206002,0.46374505890555057,1.7920529656792714,8.49790818828929e-06,True
2020-06-17,TSLA,63475.200000000004,0.5283,8873.0,0.0139,72225.71221456108,0.4642941799399446,1.7918166053279456,8.021544112620176e-06,True
