date,firm_id,equity_vol
2020-05-06,XOM,0.6399
2020-05-07,XOM,0.626
2020-05-08,XOM,0.6274
2020-05-11,XOM,0.6078
2020-05-12,XOM,0.6115
2020-05-13,XOM,0.6326
2020-05-14,XOM,0.6308
2020-05-15,XOM,0.5945
2020-05-18,XOM,0.6264
2020-05-19,XOM,0.6304
2020-05-20,XOM,0.6344
2020-05-21,XOM,0.6123
2020-05-22,XOM,0.6099
2020-05-26,XOM,0.6138
2020-05-27,XOM,0.6129
2020-05-28,XOM,0.6013
2020-05-29,XOM,0.5907
2020-06-01,XOM,0.5148
2020-06-02,XOM,0.4944
2020-06-03,XOM,0.5034
2020-06-04,XOM,0.5001
2020-06-05,XOM,0.5409
2020-06-08,XOM,0.5451
2020-06-09,XOM,0.5524
2020-06-10,XOM,0.578
2020-06-11,XOM,0.6183
2020-06-12,XOM,0.6177
2020-06-15,XOM,0.5772
2020-06-16,XOM,0.5698
2020-06-17,XOM,0.5793
2020-06-18,XOM,0.5758
2020-06-19,XOM,0.5798
2020-06-22,XOM,0.5669
2020-06-23,XOM,0.5661
2020-06-24,XOM,0.5815
2020-06-25,XOM,0.5625
2020-06-26,XOM,0.5725
2020-06-29,XOM,0.5733
2020-06-30,XOM,0.5254
2020-07-01,XOM,0.5217
2020-07-02,XOM,0.5133
2020-07-06,XOM,0.5111
2020-07-07,XOM,0.5167
2020-07-08,XOM,0.5089
2020-07-09,XOM,0.5209
2020-07-10,XOM,0.5255
2020-07-13,XOM,0.5245
2020-07-14,XOM,0.5312
2020-07-15,XOM,0.5283
2020-07-16,XOM,0.5131
2020-07-17,XOM,0.5147
2020-07-20,XOM,0.4507
2020-07-21,XOM,0.4681
2020-07-22,XOM,0.4684
2020-07-23,XOM,0.4469
2020-07-24,XOM,0.3699
2020-07-27,XOM,0.3668
2020-07-28,XOM,0.3678
2020-07-29,XOM,0.3626
2020-07-30,XOM,0.3772
2020-07-31,XOM,0.3769
2020-08-03,XOM,0.3741
2020-08-04,XOM,0.3836
2020-08-05,XOM,0.3842
2020-08-06,XOM,0.3596
2020-08-07,XOM,0.3568
2020-08-10,XOM,0.3499
2020-08-11,XOM,0.3481
2020-08-12,XOM,0.3472
2020-08-13,XOM,0.3484
2020-08-14,XOM,0.3478
2020-08-17,XOM,0.3492
2020-08-18,XOM,0.3411
2020-08-19,XOM,0.3426
2020-08-20,XOM,0.3231
2020-08-21,XOM,0.3108
2020-08-24,XOM,0.3227
2020-08-25,XOM,0.3205
2020-08-26,XOM,0.3224
2020-08-27,XOM,0.3223
2020-08-28,XOM,0.3283
2020-08-31,XOM,0.3257
2020-09-01,XOM,0.2876
2020-09-02,XOM,0.2815
2020-09-03,XOM,0.2811
2020-09-04,XOM,0.281
2020-09-08,XOM,0.282
2020-09-09,XOM,0.2811
2020-09-10,XOM,0.284
2020-09-11,XOM,0.2514
2020-09-14,XOM,0.2502
2020-09-15,XOM,0.2498
2020-09-16,XOM,0.268
2020-09-17,XOM,0.2655
2020-09-18,XOM,0.2678
2020-09-21,XOM,0.2717
2020-09-22,XOM,0.2624
2020-09-23,XOM,0.2672
2020-09-24,XOM,0.2668
2020-09-25,XOM,0.2668
2020-09-28,XOM,0.2757
2020-09-29,XOM,0.2829
2020-09-30,XOM,0.2839
2020-10-01,XOM,0.2952
2020-10-02,XOM,0.2945
2020-10-05,XOM,0.3073
2020-10-06,XOM,0.2881
2020-10-07,XOM,0.2804
2020-10-08,XOM,0.3246
2020-10-09,XOM,0.326
2020-10-12,XOM,0.315
2020-10-13,XOM,0.3131
2020-10-14,XOM,0.3123
2020-10-15,XOM,0.3147
2020-10-16,XOM,0.3151
2020-10-19,XOM,0.3181
2020-10-20,XOM,0.3156
2020-10-21,XOM,0.3175
2020-10-22,XOM,0.3496
2020-10-23,XOM,0.3536
2020-10-26,XOM,0.3589
2020-10-27,XOM,0.3602
2020-10-28,XOM,0.3471
2020-10-29,XOM,0.3761
2020-10-30,XOM,0.3749
2020-11-02,XOM,0.3945
2020-11-03,XOM,0.3912
2020-11-04,XOM,0.3808
2020-11-05,XOM,0.3808
2020-11-06,XOM,0.3808
2020-11-09,XOM,0.5297
2020-11-10,XOM,0.5243
2020-11-11,XOM,0.5259
2020-11-12,XOM,0.5254
2020-11-13,XOM,0.5283
2020-11-16,XOM,0.5481
2020-11-17,XOM,0.5464
2020-11-18,XOM,0.5611
2020-11-19,XOM,0.5426
2020-11-20,XOM,0.542
2020-11-23,XOM,0.5706
2020-11-24,XOM,0.5944
2020-11-25,XOM,0.603
2020-11-27,XOM,0.6065
2020-11-30,XOM,0.6277
2020-12-01,XOM,0.6232
2020-12-02,XOM,0.6297
2020-12-03,XOM,0.6259
2020-12-04,XOM,0.6184
2020-12-07,XOM,0.6179
2020-12-08,XOM,0.6148
2020-12-09,XOM,0.6101
2020-12-10,XOM,0.5944
2020-12-11,XOM,0.5887
2020-12-14,XOM,0.6013
2020-12-15,XOM,0.5944
2020-12-16,XOM,0.5893
2020-12-17,XOM,0.5892
2020-12-18,XOM,0.5936
2020-12-21,XOM,0.596
2020-12-22,XOM,0.4865
2020-12-23,XOM,0.4844
2020-12-24,XOM,0.4831
2020-12-28,XOM,0.4687
2020-12-29,XOM,0.4681
2020-12-30,XOM,0.4408
2020-01-02,F,0.5661
2020-01-03,F,0.5661
2020-01-06,F,0.5661
2020-01-07,F,0.5661
2020-01-08,F,0.5661
2020-01-09,F,0.5661
2020-01-10,F,0.5661
2020-01-13,F,0.5661
2020-01-14,F,0.5661
2020-01-15,F,0.5661
2020-01-16,F,0.5661
2020-01-17,F,0.5661
2020-01-21,F,0.5661
2020-01-22,F,0.5661
2020-01-23,F,0.5661
2020-01-24,F,0.5661
2020-01-27,F,0.5661
2020-01-28,F,0.5661
2020-01-29,F,0.5661
2020-01-30,F,0.5661
2020-01-31,F,0.5661
2020-02-03,F,0.5661
2020-02-04,F,0.5661
2020-02-05,F,0.5661
2020-02-06,F,0.5661
2020-02-07,F,0.5661
2020-02-10,F,0.5661
2020-02-11,F,0.5661
2020-02-12,F,0.5661
2020-02-13,F,0.5661
2020-02-14,F,0.318
2020-02-18,F,0.3133
2020-02-19,F,0.3135
2020-02-20,F,0.3117
2020-02-21,F,0.3139
2020-02-24,F,0.3302
2020-02-25,F,0.3485
2020-02-26,F,0.3483
2020-02-27,F,0.3539
2020-02-28,F,0.3545
2020-03-02,F,0.3754
2020-03-03,F,0.3816
2020-03-04,F,0.386
2020-03-05,F,0.403
2020-03-06,F,0.4103
2020-03-09,F,0.4719
2020-03-10,F,0.5184
2020-03-11,F,0.5323
2020-03-12,F,0.5781
2020-03-13,F,0.6102
2020-03-16,F,0.6691
2020-03-17,F,0.6626
2020-03-18,F,0.6933
2020-03-19,F,0.6598
2020-03-20,F,0.6595
2020-03-23,F,0.6774
2020-03-24,F,1.0062
2020-03-25,F,1.0487
2020-03-26,F,1.0458
2020-03-27,F,1.045
2020-03-30,F,1.0461
2020-03-31,F,1.0485
2020-04-01,F,1.0698
2020-04-02,F,1.0683
2020-04-03,F,1.0686
2020-04-06,F,1.0953
2020-04-07,F,1.1025
2020-04-08,F,1.1264
2020-04-09,F,1.1458
2020-04-13,F,1.1496
2020-04-14,F,1.147
2020-04-15,F,1.1512
2020-04-16,F,1.1492
2020-04-17,F,1.1506
2020-04-20,F,1.1487
2020-04-21,F,1.126
2020-04-22,F,1.1088
2020-04-23,F,1.1018
2020-04-24,F,1.0689
2020-04-27,F,1.0732
2020-04-28,F,1.0277
2020-04-29,F,1.0305
2020-04-30,F,0.9876
2020-05-01,F,0.9936
2020-05-04,F,0.989
2020-05-05,F,0.9607
2020-05-06,F,0.6851
2020-05-07,F,0.6316
2020-05-08,F,0.667
2020-05-11,F,0.6696
2020-05-12,F,0.6683
2020-05-13,F,0.6757
2020-05-14,F,0.6279
2020-05-15,F,0.6267
2020-05-18,F,0.6591
2020-05-19,F,0.6345
2020-05-20,F,0.6328
2020-05-21,F,0.6081
2020-05-22,F,0.5779
2020-05-26,F,0.571
2020-05-27,F,0.5737
2020-05-28,F,0.5604
2020-05-29,F,0.5629
2020-06-01,F,0.5594
2020-06-02,F,0.5508
2020-06-03,F,0.5446
2020-06-04,F,0.5643
2020-06-05,F,0.6416
2020-06-08,F,0.64
2020-06-09,F,0.6429
2020-06-10,F,0.6692
2020-06-11,F,0.7349
2020-06-12,F,0.7381
2020-06-15,F,0.7272
2020-06-16,F,0.7241
2020-06-17,F,0.7345
2020-06-18,F,0.7299
2020-06-19,F,0.7332
2020-06-22,F,0.7054
2020-06-23,F,0.7046
2020-06-24,F,0.7069
2020-06-25,F,0.6845
2020-06-26,F,0.6845
2020-06-29,F,0.6849
2020-06-30,F,0.6462
2020-07-01,F,0.649
2020-07-02,F,0.6427
2020-07-06,F,0.6421
2020-07-07,F,0.6436
2020-07-08,F,0.6376
2020-07-09,F,0.6428
2020-07-10,F,0.6492
2020-07-13,F,0.645
2020-07-14,F,0.6553
2020-07-15,F,0.6753
2020-07-16,F,0.6636
2020-07-17,F,0.6419
2020-07-20,F,0.5436
2020-07-21,F,0.5372
2020-07-22,F,0.5322
2020-07-23,F,0.5062
2020-07-24,F,0.409
2020-07-27,F,0.3812
2020-07-28,F,0.3819
2020-07-29,F,0.3843
2020-07-30,F,0.3788
2020-07-31,F,0.3839
2020-08-03,F,0.3813
2020-08-04,F,0.3868
2020-08-05,F,0.3813
2020-08-06,F,0.366
2020-08-07,F,0.3678
2020-08-10,F,0.3695
2020-08-11,F,0.3703
2020-08-12,F,0.3759
2020-08-13,F,0.3735
2020-08-14,F,0.3733
2020-08-17,F,0.3714
2020-08-18,F,0.372
2020-08-19,F,0.3716
2020-08-20,F,0.3471
2020-08-21,F,0.3386
2020-08-24,F,0.3612
2020-08-25,F,0.3367
2020-08-26,F,0.2956
2020-08-27,F,0.2936
2020-08-28,F,0.2925
2020-08-31,F,0.2905
2020-09-01,F,0.2905
2020-09-02,F,0.2866
2020-09-03,F,0.2856
2020-09-04,F,0.2847
2020-09-08,F,0.2892
2020-09-09,F,0.2884
2020-09-10,F,0.2871
2020-09-11,F,0.2784
2020-09-14,F,0.2748
2020-09-15,F,0.2762
2020-09-16,F,0.2672
2020-09-17,F,0.2846
2020-09-18,F,0.2851
2020-09-21,F,0.3203
2020-09-22,F,0.3064
2020-09-23,F,0.3046
2020-09-24,F,0.3021
2020-09-25,F,0.3068
2020-09-28,F,0.3188
2020-09-29,F,0.3201
2020-09-30,F,0.3197
2020-10-01,F,0.3224
2020-10-02,F,0.3279
2020-10-05,F,0.3219
2020-10-06,F,0.2913
2020-10-07,F,0.3084
2020-10-08,F,0.306
2020-10-09,F,0.3078
2020-10-12,F,0.3482
2020-10-13,F,0.3433
2020-10-14,F,0.3534
2020-10-15,F,0.351
2020-10-16,F,0.3449
2020-10-19,F,0.3466
2020-10-20,F,0.347
2020-10-21,F,0.3464
2020-10-22,F,0.3644
2020-10-23,F,0.3654
2020-10-26,F,0.3687
2020-10-27,F,0.3697
2020-10-28,F,0.3807
2020-10-29,F,0.3735
2020-10-30,F,0.3792
2020-11-02,F,0.3459
2020-11-03,F,0.3457
2020-11-04,F,0.3532
2020-11-05,F,0.3724
2020-11-06,F,0.3742
2020-11-09,F,0.3931
2020-11-10,F,0.3904
2020-11-11,F,0.3926
2020-11-12,F,0.3973
2020-11-13,F,0.4071
2020-11-16,F,0.4113
2020-11-17,F,0.4113
2020-11-18,F,0.4027
2020-11-19,F,0.4021
2020-11-20,F,0.4004
2020-11-23,F,0.3704
2020-11-24,F,0.4109
2020-11-25,F,0.4227
2020-11-27,F,0.423
2020-11-30,F,0.4235
2020-12-01,F,0.4219
2020-12-02,F,0.4213
2020-12-03,F,0.4208
2020-12-04,F,0.4042
2020-12-07,F,0.4062
2020-12-08,F,0.4016
2020-12-09,F,0.4004
2020-12-10,F,0.4061
2020-12-11,F,0.4044
2020-12-14,F,0.4
2020-12-15,F,0.4043
2020-12-16,F,0.4046
2020-12-17,F,0.3905
2020-12-18,F,0.3759
2020-12-21,F,0.3663
2020-12-22,F,0.3415
2020-12-23,F,0.3419
2020-12-24,F,0.3446
2020-12-28,F,0.3409
2020-12-29,F,0.3232
2020-12-30,F,0.3114
